road_class,name,start_lon,start_lat,end_lon,end_lat,num_points
residential,,72.6285192,23.2089969,72.6286902,23.2092735,2
residential,,72.5167195,23.2188271,72.5165128,23.219502,6
residential,,72.6256505,23.2069057,72.6251728,23.207157,2
residential,,72.516727,23.2190591,72.5165306,23.2190612,2
residential,,72.6257816,23.2071142,72.6253025,23.2073562,2
residential,,72.5173893,23.2188868,72.5175252,23.2184207,8
residential,,72.6218551,23.2050334,72.6216561,23.205708,7
residential,,72.5167282,23.2190971,72.5169564,23.2188037,8
residential,,72.5172196,23.21912,72.5175684,23.2191351,4
residential,,72.6218002,23.2078856,72.6223182,23.2076064,2
residential,Punit Marg,72.6073107,23.0000048,72.6074131,23.0035296,11
residential,,72.5171297,23.2191705,72.5171643,23.2193698,6
residential,,72.6225163,23.2046895,72.6227808,23.2051141,2
residential,,72.6309625,23.2105551,72.6307142,23.210102,2
residential,,72.6216029,23.2051459,72.6218782,23.2055907,2
residential,,72.5181307,23.2188276,72.518954,23.2190657,11
residential,,72.6311876,23.2104356,72.6309348,23.2099853,2
residential,,72.6271464,23.2082724,72.627623,23.2080266,2
residential,,72.6135433,22.9949539,72.6237097,22.9973311,37
residential,,72.522084,23.21841,72.5218286,23.2184433,7
residential,,72.6252906,23.2062704,72.6247783,23.2065173,2
residential,,72.5214815,23.2177355,72.5226306,23.2172893,6
residential,,72.516581,23.2150513,72.5169931,23.2155071,7
residential,,72.6261909,23.2077538,72.6257016,23.2080046,2
residential,,72.6145255,22.9907554,72.6143349,22.9874629,6
residential,,72.6232502,23.2043596,72.6234882,23.2047405,2
residential,,72.5168178,23.2151388,72.5167253,23.2156148,4
residential,,72.6246298,23.205236,72.6241328,23.2054911,2
residential,,72.6140706,22.9907317,72.613901,22.9875401,4
residential,,72.5161063,23.2140015,72.5161287,23.2142898,2
residential,,72.6274116,23.2087025,72.6278781,23.2084417,2
residential,,72.6277973,23.2093281,72.6282683,23.2090768,2
residential,,72.6292907,23.210741,72.6288251,23.2109952,2
residential,,72.6013916,22.9939938,72.6006691,22.9920116,5
residential,,72.6219335,23.2081054,72.6224559,23.2078267,3
residential,,72.6301398,23.2075406,72.6296177,23.2078162,3
residential,,72.6263295,23.2079688,72.6253253,23.2085086,3
residential,,72.5174908,23.2128092,72.517705,23.2123401,20
residential,,72.6221422,23.2084447,72.6226673,23.2081649,3
residential,,72.5982103,22.9955925,72.6013916,22.9939938,19
residential,,72.5196705,23.2099689,72.5200911,23.2101305,2
residential,,72.6291923,23.2113492,72.6295371,23.2111464,4
residential,,72.6054868,22.9922497,72.6062249,22.995111,7
residential,,72.5192966,23.2099098,72.5196299,23.2100478,2
residential,,72.5189369,23.2106657,72.5192717,23.2107715,2
residential,,72.5184224,23.2117337,72.5187086,23.2118537,2
residential,,72.6067343,22.9951436,72.6062246,22.9925931,6
residential,,72.6251577,23.2082405,72.6254607,23.2087251,3
residential,,72.6154235,22.9908667,72.6186618,22.9914203,15
residential,,72.6074139,22.99773,72.6073997,22.9972537,2
residential,,72.6071657,22.9980113,72.6075975,22.9980015,5
residential,,72.630261,23.2077556,72.6293243,23.2073329,7
residential,,72.6055124,22.9972137,72.6080052,22.9959745,5
residential,,72.6290757,23.2038881,72.6287523,23.2039625,2
residential,,72.6072779,23.0005162,72.6080255,23.0004866,2
residential,,72.5226039,23.214063,72.5221996,23.2138394,43
residential,,72.626502,23.2052044,72.6261884,23.2047311,2
residential,,72.5218948,23.2140359,72.5209348,23.2137488,7
residential,,72.5211697,23.2135916,72.5208903,23.2133618,2
residential,,72.6262479,23.2053406,72.6259568,23.2048575,2
residential,,72.6065759,22.9996349,72.6058087,22.9972621,12
residential,,72.5208655,23.2137835,72.5206715,23.2135722,2
residential,,72.6271026,23.204599,72.6275853,23.2053712,5
residential,,72.6073107,23.0000048,72.6074088,22.998024,8
residential,,72.6265626,23.2063656,72.6273862,23.2059437,4
residential,,72.6081272,22.9979997,72.6058121,22.9980666,6
residential,,72.5222898,23.2137938,72.5226908,23.2133205,10
residential,,72.5223094,23.2135088,72.5224643,23.2132154,6
residential,,72.6290016,23.2035995,72.6293341,23.2038442,3
residential,,72.520944,23.205007,72.5196031,23.2046715,11
residential,,72.5202081,23.2089857,72.5206,23.2082156,12
residential,,72.6298879,23.2034203,72.6292633,23.2035444,3
residential,,72.6008965,22.9994854,72.5992493,22.9955165,12
residential,,72.536711,23.2062278,72.5355015,23.208258,13
residential,,72.6286718,23.203665,72.628828,23.2042421,3
residential,,72.6299571,23.203717,72.629828,23.2031642,3
residential,,72.5982597,22.9956877,72.5993199,22.9994709,8
residential,,72.6284291,23.2037133,72.628936,23.2033446,4
residential,,72.6393826,23.2031824,72.6395432,23.2034358,2
residential,,72.6393127,23.2085646,72.6387869,23.207723,2
residential,,72.6375672,23.2089028,72.638076,23.2086368,2
residential,,72.6036914,23.0021246,72.6073227,23.0022809,12
residential,,72.6380513,23.2081111,72.6385374,23.2088891,4
residential,,72.6376798,23.2090829,72.6381916,23.2088219,2
residential,,72.6374449,23.208707,72.6379525,23.2084391,2
residential,,72.6385471,23.2093909,72.6378229,23.2082317,6
residential,,72.5268781,23.2182316,72.5331515,23.2085358,84
residential,,72.6072547,23.0011237,72.6057512,23.0000055,7
residential,,72.6386923,23.2096205,72.6375839,23.2102424,4
residential,,72.5280667,23.2156984,72.534809,23.2150216,31
residential,,72.6403371,23.2136926,72.6412784,23.2131696,4
residential,,72.6122128,23.0131894,72.6284166,23.0093221,22
residential,,72.5328783,23.2153854,72.5326994,23.2148717,5
residential,,72.6400272,23.213195,72.6409697,23.2126991,4
residential,,72.6404751,23.2139141,72.6414252,23.2134142,3
residential,,72.5296323,23.2155589,72.5296036,23.2150759,2
residential,,72.6406405,23.206562,72.6412463,23.207534,4
residential,,72.5304982,23.2153946,72.5304901,23.2159044,2
residential,,72.6274769,23.2142188,72.6273258,23.2139763,2
residential,,72.6285133,23.2133405,72.6278403,23.2136946,2
residential,,72.5325139,23.2154252,72.5329509,23.2162729,10
residential,,72.6276029,23.2138305,72.6270892,23.2141009,3
residential,,72.6274585,23.2135985,72.627754,23.214073,3
residential,,72.5344377,23.2196295,72.5348243,23.217816,11
residential,,72.6283744,23.2131177,72.628662,23.2135793,3
residential,,72.6277011,23.2134712,72.627989,23.2139334,3
residential,,72.5374567,23.22,72.5376438,23.2198252,5
residential,,72.6284646,23.2143182,72.6289923,23.2140142,2
residential,,72.6279622,23.2127638,72.6282167,23.2132005,2
residential,,72.5359239,23.2068543,72.5369026,23.2077572,5
residential,,72.6286065,23.2129958,72.628894,23.2134572,2
residential,,72.5316621,23.2194004,72.531387,23.2199091,5
residential,,72.6867078,23.2044082,72.68599,23.2045574,5
residential,BRTS Station,72.6245105,22.9843331,72.6235759,22.9834871,4
residential,,72.629165,23.2133146,72.6298863,23.2144723,7
residential,,72.68599,23.2045574,72.686668,23.2046022,5
residential,,72.6277376,23.2128842,72.6279844,23.2133224,2
residential,,72.6286069,23.2145062,72.6291274,23.2142311,3
residential,BRTS Route,72.6245105,22.9843331,72.6247617,22.9845682,2
residential,,72.6287067,23.2135558,72.6294293,23.2147157,4
residential,,72.6327755,23.2123885,72.6332962,23.2121145,2
residential,BRTS Route,72.6278493,22.9875131,72.6285804,22.9881468,3
residential,,72.6325379,23.2120071,72.6330586,23.2117331,2
residential,BRTS Route,72.6289724,22.988561,72.6299419,22.989516,4
residential,,72.6315375,23.2139095,72.6308933,23.2142413,2
residential,BRTS Station,72.627899,22.9874625,72.6271013,22.9867638,3
residential,BRTS Station,72.6271013,22.9867638,72.6278493,22.9875131,3
residential,,72.6328919,23.2125754,72.6334127,23.2123014,2
residential,BRTS Station,72.6358664,23.0012264,72.6354217,22.9998639,4
residential,,72.6305385,23.212273,72.6299311,23.2125898,3
residential,BRTS Route,72.6299419,22.989516,72.6289724,22.988561,4
residential,,72.5451665,23.2038578,72.5516415,23.22,54
residential,,72.6307916,23.2126829,72.6300485,23.2130704,2
residential,BRTS Route,72.6289724,22.988561,72.6285804,22.9881468,4
residential,,72.630995,23.2125271,72.6314316,23.2123032,2
residential,BRTS Route,72.6285804,22.9881468,72.627899,22.9874625,2
residential,BRTS Station,72.6340135,22.9955826,72.6343971,22.9967776,4
residential,,72.5451162,23.203741,72.5451665,23.2038578,2
residential,BRTS Station,72.6313454,22.9908641,72.6321542,22.9918317,5
residential,BRTS Route,72.6313454,22.9908641,72.6299419,22.989516,3
residential,,72.6337131,23.2138935,72.6342202,23.2136267,2
residential,BRTS Station,72.6343971,22.9967776,72.6340135,22.9955826,4
residential,,72.6334778,23.2135159,72.633985,23.2132491,2
residential,BRTS Route,72.6354217,22.9998639,72.6343971,22.9967776,6
residential,,72.5218504,23.2144767,72.5195235,23.2155198,20
residential,BRTS Route,72.6358664,23.0012264,72.6366977,23.0037224,3
residential,,72.6321893,23.2124536,72.6331778,23.2119244,4
residential,,72.5203224,23.2145441,72.5205996,23.2141829,2
residential,,72.6335914,23.2136982,72.6340985,23.2134313,2
residential,BRTS Route,72.6340135,22.9955826,72.6321542,22.9918317,8
residential,BRTS Station,72.6354217,22.9998639,72.6358664,23.0012264,4
residential,,72.5197992,23.2145352,72.5194185,23.2143568,2
residential,BRTS Station,72.6321542,22.9918317,72.6313454,22.9908641,4
residential,BRTS Route,72.6372058,23.005289,72.6370037,23.0048212,4
residential,,72.5196249,23.2148102,72.519255,23.2146572,2
residential,BRTS Station,72.637082,23.0047868,72.6366977,23.0037224,3
residential,,72.6311827,23.2118962,72.6315678,23.2125251,3
residential,,72.5194525,23.2151034,72.5190588,23.2149289,2
residential,BRTS Station,72.638463,23.0142235,72.6384718,23.0130189,4
residential,,72.6323803,23.2117541,72.6329442,23.2126594,6
residential,BRTS Route,72.6383281,23.0086523,72.6384718,23.0130189,6
residential,,72.6328909,23.2114638,72.6335334,23.2124952,6
residential,,72.6335072,23.2103351,72.6337269,23.2106645,2
residential,BRTS Station,72.6383281,23.0086523,72.6379751,23.0075964,4
residential,,72.536798,23.22,72.5234127,23.2194492,24
residential,,72.6348846,23.209614,72.635084,23.2099541,2
residential,,72.5445829,23.2046435,72.5454304,23.2045507,12
residential,,72.6316821,23.2127665,72.6320027,23.2132858,2
residential,,72.6324536,23.2113858,72.632601,23.2116183,2
residential,,72.6337622,23.2102016,72.633961,23.2105419,2
residential,,72.6312786,23.2129769,72.6315992,23.2134962,2
residential,,72.5456059,23.2049947,72.5443677,23.2054689,17
residential,,72.6344217,23.2098564,72.6346286,23.2101924,2
residential,,72.6320117,23.2111658,72.6323803,23.2117541,2
residential,,72.5445141,23.2053543,72.545179,23.2050895,6
residential,,72.6346464,23.2097387,72.6348515,23.2100757,2
residential,,72.6344379,23.2106388,72.6349499,23.2107366,5
residential,,72.6255761,23.2034958,72.6256974,23.2039943,2
residential,,72.5453473,23.2043366,72.546659,23.2038428,27
residential,,72.6271961,23.2031782,72.6272987,23.2036775,2
residential,,72.6256303,23.2058369,72.6260904,23.2056079,2
residential,,72.6261472,23.2066761,72.6266101,23.2064418,2
residential,,72.62586,23.2034402,72.6259831,23.2039426,2
residential,,72.5547529,23.2089113,72.5562685,23.2083076,17
residential,,72.6273787,23.2065663,72.6276775,23.206418,2
residential,,72.6278089,23.2046227,72.6279675,23.2048764,2
residential,,72.6258924,23.2062624,72.6263516,23.206027,2
residential,,72.6262719,23.2068785,72.6267403,23.2066507,2
residential,,72.6251646,23.2040817,72.6250483,23.2036497,4
residential,,72.6248564,23.2045805,72.6253047,23.2043471,2
residential,,72.6283508,23.2052439,72.6286485,23.2057199,2
residential,,72.6247234,23.2043646,72.6251784,23.2041188,2
residential,,72.5523987,23.213154,72.5553384,23.2152686,44
residential,,72.6252452,23.2052117,72.6257066,23.204992,2
residential,,72.6263342,23.2043731,72.6267025,23.2041712,2
residential,,72.5446276,23.2037552,72.5452164,23.2033175,5
residential,,72.6251123,23.2049961,72.6255566,23.2047514,2
residential,,72.6253762,23.2054244,72.6258282,23.2051871,2
residential,,72.5451247,23.2046546,72.5449321,23.2041509,3
residential,,72.6257615,23.2060499,72.6262205,23.2058166,2
residential,,72.5453185,23.2042576,72.5448686,23.2046793,6
residential,,72.52352,23.2046784,72.5246887,23.2051074,3
residential,,72.6260224,23.2064735,72.6264832,23.2062381,2
residential,,72.6270963,23.2067233,72.6269319,23.2064631,2
residential,,72.5176552,23.2099295,72.5166213,23.2109523,8
residential,,72.6263963,23.2033338,72.6265262,23.2038316,2
residential,,72.6249893,23.2047963,72.6254382,23.2045613,2
residential,,72.5853082,23.2048039,72.5853593,23.2047366,2
residential,,72.6254987,23.2056233,72.6259541,23.2053892,2
residential,,72.5852161,23.2049244,72.5853082,23.2048039,2
residential,,72.6261225,23.2033887,72.6262325,23.2038945,2
residential,,72.5935533,23.2081594,72.5936841,23.2080894,2
residential,,72.6277398,23.2059293,72.6280177,23.2057826,2
residential,,72.6285868,23.2051193,72.6288862,23.2055944,2
residential,Hostel Road,72.6857315,23.2101024,72.6859135,23.2087394,5
residential,,72.6264095,23.2071019,72.6268716,23.2068613,2
residential,,72.6272134,23.2063113,72.626701,23.2065876,3
residential,,72.689332,23.2156605,72.6896994,23.2165107,8
residential,,72.6275257,23.2047723,72.627822,23.2052462,3
residential,,72.6868241,23.2165237,72.6872245,23.2165029,3
residential,,72.6253519,23.2036294,72.6254459,23.2040418,3
residential,,72.6278472,23.2055099,72.6281448,23.2059859,3
residential,,72.6867769,23.2161426,72.6872245,23.2165029,12
residential,,72.6276843,23.2050259,72.6281944,23.2047565,3
residential,,72.6871566,23.2163009,72.6872527,23.2163511,7
residential,,72.6266768,23.2032771,72.6272537,23.2045144,5
residential,,72.6872527,23.2163511,72.6872033,23.2164945,4
residential,,72.6265736,23.203961,72.6264636,23.2045848,4
residential,,72.6867839,23.216388,72.6871036,23.2163709,4
residential,,72.6274392,23.2054484,72.6274662,23.2060738,4
residential,,72.6870788,23.2163785,72.6870755,23.2162705,2
residential,,72.627289,23.2048973,72.6276127,23.204309,4
residential,,72.6870788,23.2163785,72.6870734,23.2165108,2
residential,,72.6270777,23.2061018,72.627235,23.2069469,5
residential,,72.6870838,23.2161381,72.6872676,23.2163131,7
residential,,72.6870755,23.2162705,72.6867775,23.2162644,2
residential,,72.6275693,23.2056566,72.6288104,23.2049988,6
residential,,72.5894809,23.2122597,72.5898789,23.2139873,6
residential,,72.6324589,23.2044737,72.6329201,23.2042268,3
residential,,72.5890133,23.2124124,72.5888852,23.212912,3
residential,,72.6327119,23.2048857,72.6332174,23.2046234,2
residential,,72.6321859,23.2045378,72.6323468,23.2047997,2
residential,,72.589827,23.2107209,72.590087,23.2112446,5
residential,,72.6288941,23.206215,72.6291584,23.2060755,2
residential,,72.5900066,23.2094461,72.5899207,23.209736,3
residential,,72.6321235,23.2039277,72.632631,23.2036722,2
residential,,72.5892717,23.208756,72.5893187,23.2094484,2
residential,,72.6323271,23.2042592,72.6328163,23.2040025,2
residential,,72.6282655,23.2062083,72.628601,23.2067449,2
residential,,72.5898771,23.2087777,72.589556,23.2088001,2
residential,,72.6313964,23.2077751,72.6311198,23.2073266,2
residential,,72.5891545,23.207312,72.5886791,23.2079327,5
residential,,72.630549,23.2035972,72.6307463,23.2035646,2
residential,,72.6277229,23.2064949,72.6285122,23.206078,3
residential,,72.5903097,23.2184558,72.5937884,23.2178914,6
residential,,72.6316242,23.2042484,72.6321522,23.2039744,3
residential,,72.6319031,23.2046845,72.6321923,23.2051553,3
residential,,72.5896526,23.2194379,72.5903097,23.2184558,7
residential,,72.6287272,23.2059481,72.629263,23.2056651,3
residential,,72.5752382,23.2177223,72.5754878,23.2166404,5
residential,,72.6289915,23.2058085,72.6293365,23.2063603,3
residential,,72.6315894,23.2035672,72.6319171,23.2040965,3
residential,,72.6286004,23.2057453,72.6286715,23.2063326,4
residential,,72.6316005,23.2048416,72.6320405,23.204301,4
residential,,72.632064,23.2049464,72.6330995,23.2044091,4
residential,,72.6353171,23.2081706,72.6350756,23.2078024,3
residential,,72.634671,23.2085753,72.6343987,23.2081409,2
residential,,72.6332918,23.2093097,72.6330104,23.2088733,2
residential,,72.6342095,23.2088211,72.6339336,23.2083863,2
residential,,72.6320171,23.208419,72.6324767,23.2091549,2
residential,,72.6335144,23.2091912,72.6332375,23.2087535,2
residential,,72.6329307,23.2082871,72.6327644,23.2080209,2
residential,,72.6312322,23.2048317,72.6313893,23.2050854,2
residential,,72.630744,23.2051415,72.6309978,23.2055515,2
residential,,72.6311204,23.205226,72.6309633,23.2049723,2
residential,,72.6316605,23.2049436,72.6315404,23.2058892,5
residential,,72.6380803,23.2073971,72.6384086,23.2079226,3
residential,,72.6390983,23.2068461,72.6393855,23.2073197,2
residential,,72.6368691,23.2080519,72.6370098,23.2082844,2
residential,,72.6384761,23.2081637,72.6386992,23.2085209,2
residential,,72.6366573,23.2081628,72.6368011,23.2083946,2
residential,,72.6374766,23.207733,72.6377968,23.2082455,3
residential,,72.6376742,23.2076106,72.6380029,23.2081367,2
residential,,72.6382857,23.2072943,72.6386114,23.2078156,2
residential,,72.6396353,23.2083901,72.6390866,23.2074838,3
residential,,72.6378902,23.2075176,72.638209,23.2080279,3
residential,,72.6370672,23.2079367,72.6372127,23.2081774,2
residential,,72.6386921,23.2070807,72.6388467,23.2073192,2
residential,,72.6373153,23.2084996,72.6371385,23.2082165,3
residential,,72.637274,23.207832,72.6375979,23.2083504,3
residential,,72.6384045,23.2086765,72.6389049,23.2084124,3
residential,,72.6381814,23.2083193,72.6386818,23.2080552,3
residential,,72.6385008,23.2071843,72.6388197,23.2077023,3
residential,,72.6388948,23.2069656,72.6391783,23.2074163,3
residential,,72.6390469,23.2072074,72.6386512,23.2074285,3
residential,,72.6385518,23.2078471,72.6390788,23.2086907,4
residential,,72.6374211,23.2080674,72.6364606,23.2085743,6
residential,,72.6366955,23.2089232,72.637377,23.2085982,2
residential,,72.638912,23.2115378,72.6391256,23.2118934,2
residential,,72.6388697,23.211129,72.6394576,23.2108228,2
residential,,72.636375,23.208895,72.637259,23.2084095,3
residential,,72.6374391,23.2100273,72.6380845,23.2097308,2
residential,,72.6382675,23.2106473,72.6386269,23.2112013,2
residential,,72.6369648,23.209323,72.6376095,23.2089705,2
residential,,72.6372672,23.2096508,72.6378496,23.2093548,2
residential,,72.6368378,23.2091345,72.637495,23.2087872,2
residential,,72.6387386,23.2116305,72.6389417,23.2119856,2
residential,,72.6386318,23.2107591,72.6392267,23.2104532,2
residential,,72.6390521,23.2113065,72.6395904,23.2110317,2
residential,,72.638463,23.0142235,72.6384585,23.0168161,6
residential,,72.6378336,23.2106132,72.6384333,23.210289,2
residential,,72.6373788,23.2098538,72.6379637,23.2095374,2
residential,BRTS Station,72.6379751,23.0075964,72.6383281,23.0086523,4
residential,,72.6380788,23.2107386,72.6385449,23.2114741,2
residential,BRTS Route,72.637082,23.0047868,72.6372058,23.005289,4
residential,,72.6377272,23.2104168,72.6383172,23.2101032,2
residential,,72.6387507,23.2109439,72.6393417,23.210638,2
residential,BRTS Station,72.6384718,23.0130189,72.638463,23.0142235,4
residential,,72.6370774,23.2094903,72.6377264,23.2091576,2
residential,BRTS Station,72.6366977,23.0037224,72.6370037,23.0048212,3
residential,,72.6380315,23.209156,72.6390907,23.2102469,4
residential,BRTS Route,72.6372058,23.005289,72.6379751,23.0075964,5
residential,,72.6387783,23.2120697,72.639342,23.2117849,4
residential,,72.6384294,23.0211856,72.6387536,23.0269884,10
residential,,72.6391237,23.2114247,72.6387783,23.2120697,11
residential,,72.638806,23.2103957,72.6379576,23.2107973,6
residential,,72.6384905,23.2105394,72.6384021,23.2115521,7
residential,,72.6389496,23.2112531,72.6394648,23.2119875,7
residential,,72.634721,23.2047246,72.6355103,23.2042993,4
residential,,72.6359206,23.2038019,72.636089,23.204066,2
residential,,72.6364829,23.2036718,72.6362396,23.2038028,2
residential,,72.6356468,23.2039494,72.6359491,23.2044236,3
residential,,72.6351715,23.2054307,72.6338298,23.2042648,13
residential,,72.6358151,23.2042134,72.636326,23.2039383,3
residential,,72.6383215,23.2060543,72.6385849,23.2064546,2
residential,,72.6364509,23.2064501,72.6369978,23.2061649,2
residential,,72.6368113,23.2058674,72.6372798,23.2066147,5
residential,,72.6360948,23.2058867,72.6369889,23.2072972,6
residential,,72.6384306,23.0199621,72.6384294,23.0211856,6
residential,,72.6358029,23.207415,72.6378468,23.2053378,15
residential,,72.6384395,23.0179874,72.6384585,23.0168161,4
residential,,72.6239617,23.21342,72.6241003,23.2136355,2
residential,,72.6384294,23.0211856,72.6384306,23.0199621,6
residential,,72.6294973,23.215317,72.6293356,23.2150607,2
residential,BRTS Station,72.6387536,23.0269884,72.6388624,23.0282663,4
residential,,72.6240625,23.211972,72.6243388,23.2118177,2
residential,,72.6230801,23.210645,72.6227904,23.210801,2
residential,BRTS Station,72.6388624,23.0282663,72.6387536,23.0269884,4
residential,,72.6227145,23.2111776,72.6228566,23.2114047,2
residential,,72.6384585,23.0168161,72.6384395,23.0179874,4
residential,,72.6229385,23.212018,72.623079,23.2122132,2
residential,,72.6235785,23.2122411,72.6237515,23.2124965,2
residential,,72.6207944,23.2108801,72.6210059,23.2112295,2
residential,,72.6384395,23.0179874,72.6384306,23.0199621,4
residential,,72.6229509,23.2110526,72.6226644,23.2106034,3
residential,,72.6200444,23.0232636,72.6208724,23.0221455,6
residential,,72.6282687,23.2151126,72.6285559,23.2155747,3
residential,,72.6198549,23.0234505,72.6200444,23.0232636,3
residential,,72.6280577,23.2114864,72.6282939,23.2118695,4
residential,,72.6190833,23.024834,72.6218537,23.0284326,12
residential,,72.6216593,23.2111418,72.6231305,23.2103643,5
residential,,72.6258628,23.2109295,72.6257106,23.210664,2
residential,,72.6294459,23.0055104,72.6246876,23.0064806,11
residential,,72.6285191,23.2114627,72.628155,23.2116443,2
residential,,72.6270905,23.2090617,72.6266931,23.2092728,2
residential,,72.6070968,23.0038062,72.6060988,23.0066955,11
residential,,72.606098,23.0000059,72.6069494,23.0010519,10
residential,,72.6275855,23.2099902,72.6272477,23.2101724,2
residential,,72.5976596,22.9995899,72.6008694,22.9995109,7
residential,,72.6257026,23.2113639,72.6251621,23.2116285,2
residential,BRTS Station,72.6114401,22.9948962,72.6120369,22.9948634,3
residential,,72.628348,23.211175,72.6279765,23.2113547,2
residential,,72.6253833,23.210829,72.6261686,23.2104331,3
residential,BRTS Route,72.6120369,22.9948634,72.6114804,22.9974295,14
residential,,72.6315894,23.2035672,72.6310016,23.2038536,2
residential,BRTS Station,72.6007757,22.9997774,72.6004994,23.0001897,3
residential,,72.62846,23.2042621,72.6280643,23.2045484,5
residential,,72.6302697,23.2047474,72.6301073,23.2044967,2
residential,,72.6286452,23.2045219,72.6281944,23.2047565,2
residential,BRTS Route,72.6053601,22.9951406,72.6114401,22.9948962,13
residential,BRTS Station,72.5988039,22.9954968,72.5994223,22.9954119,3
residential,,72.6266674,23.2060259,72.6265075,23.2057668,2
residential,BRTS Route,72.5994223,22.9954119,72.6045211,22.9951643,6
residential,,72.6274559,23.2051642,72.6270431,23.2053864,2
residential,,72.6273222,23.2049504,72.6269148,23.2051736,2
residential,BRTS Route,72.6061669,22.9972369,72.6007757,22.9997774,25
residential,,72.6267843,23.205613,72.6272551,23.2057307,3
residential,BRTS Station,72.6045211,22.9951643,72.6053601,22.9951406,5
residential,,72.6329201,23.2042268,72.6315894,23.2035672,11
residential,,72.6303783,23.2043491,72.6298799,23.2046206,3
residential,,72.6269521,23.2058807,72.626803,23.2062425,3
residential,,72.6305349,23.2046087,72.6302473,23.204132,3
residential,,72.6262712,23.205898,72.6266613,23.2054068,4
residential,,72.6355466,23.2055307,72.6357158,23.2057996,2
residential,,72.6352658,23.2050832,72.6355393,23.2049358,2
residential,,72.634822,23.2043793,72.6350989,23.2042301,2
residential,,72.6346526,23.2041137,72.6352079,23.2038145,3
residential,,72.6349295,23.2039645,72.635237,23.2044466,3
residential,,72.6353748,23.2046771,72.6356798,23.2051567,3
residential,,72.6360046,23.2056455,72.6350053,23.2061636,4
residential,,72.6351007,23.2048244,72.635648,23.2045303,3
residential,,72.6358341,23.2053757,72.6361413,23.2058619,3
residential,,72.6349562,23.2045979,72.6350306,23.2052099,4
residential,,72.6345276,23.2039178,72.6345829,23.2045081,4
residential,,72.6365875,23.2066663,72.6371365,23.2063861,2
residential,,72.6358598,23.2060122,72.6367536,23.2074227,4
residential,,72.635949,23.2066495,72.6364149,23.2063933,3
residential,,72.6288777,23.2128534,72.628168,23.2142208,12
residential,,72.6281845,23.2126446,72.6284384,23.2130841,2
residential,,72.6272877,23.2131254,72.6275408,23.2135553,2
residential,,72.6261404,23.2137406,72.6263948,23.214157,3
residential,,72.6259396,23.2139374,72.6261731,23.2142649,2
residential,,72.6268288,23.2133715,72.6270729,23.213801,2
residential,,72.626381,23.2136116,72.6266263,23.2140355,2
residential,,72.626602,23.2134931,72.6268597,23.2139129,2
residential,,72.6383624,23.2031551,72.6384872,23.2033532,2
residential,,72.638265,23.2046574,72.6375535,23.2050576,2
residential,,72.6383349,23.2065531,72.6380937,23.2061769,2
residential,,72.6343361,23.2051139,72.6348125,23.204868,2
residential,,72.6344741,23.2053304,72.6349504,23.2050842,2
residential,,72.6396088,23.205279,72.6398899,23.2057322,2
residential,,72.6371063,23.2043518,72.636721,23.204558,2
residential,,72.638428,23.2033847,72.6387308,23.2038692,2
residential,,72.6356639,23.2071969,72.6361387,23.2069469,2
residential,,72.6347356,23.2057405,72.6352084,23.2054887,2
residential,,72.6339445,23.2044995,72.6344163,23.2042469,2
residential,,72.6382011,23.2035055,72.6385045,23.2039899,2
residential,,72.6350647,23.2036094,72.6345276,23.2039178,2
residential,,72.6353973,23.2067786,72.6358714,23.2065279,2
residential,,72.6397811,23.2046714,72.640887,23.2040881,2
residential,,72.6374195,23.2065395,72.6376603,23.2069327,2
residential,,72.6346071,23.205539,72.6350832,23.2052923,2
residential,,72.6380824,23.204459,72.6374159,23.2048405,2
residential,,72.6381013,23.2066877,72.6378608,23.2063021,2
residential,,72.638928,23.2040476,72.6390902,23.2043036,2
residential,,72.6376499,23.2061158,72.6373705,23.2062664,2
residential,,72.6340827,23.2047163,72.6345628,23.2044766,2
residential,,72.6374332,23.2070522,72.6371888,23.2066636,2
residential,,72.6342123,23.2049197,72.6346837,23.2046662,2
residential,,72.6374824,23.2058506,72.6373306,23.2056018,2
residential,,72.6372127,23.2071732,72.6369708,23.2067809,2
residential,,72.6348753,23.2059598,72.6353459,23.2057042,2
residential,,72.6378857,23.2068026,72.637645,23.2064182,2
residential,,72.6345276,23.2039178,72.6342832,23.2040439,2
residential,,72.6393398,23.2056838,72.6394966,23.2059247,2
residential,,72.6349901,23.2034949,72.6355171,23.2037333,6
residential,,72.6386362,23.2042033,72.6389741,23.2047366,3
residential,,72.636521,23.2050333,72.6369912,23.2057754,3
residential,,72.6353795,23.2035174,72.636022,23.2034615,5
residential,,72.6387986,23.2044597,72.6393125,23.2041815,3
residential,,72.6373374,23.2052317,72.6370368,23.2047572,3
residential,,72.637586,23.2054712,72.6380343,23.2062088,3
residential,,72.6372016,23.2059995,72.6375119,23.2064898,3
residential,,72.6384281,23.2043143,72.6387882,23.2038386,4
residential,,72.6369708,23.2061218,72.637897,23.2059828,5
residential,,72.6393911,23.2037981,72.6397281,23.2043297,2
residential,,72.6390186,23.2058654,72.6391661,23.2061127,2
residential,,72.6395203,23.2053257,72.6391076,23.2046646,3
residential,,72.6408965,23.2058891,72.6411618,23.2062875,2
residential,,72.6412176,23.2057223,72.6414756,23.2061223,2
residential,,72.6405614,23.2060324,72.640835,23.2064596,2
residential,,72.6234694,23.2151501,72.6237184,23.2155832,2
residential,,72.6242242,23.2159805,72.6245418,23.2164905,2
